id,name,address,district,province
1997582,Ambassador Cruise Halong Bay,"Bãi Cháy, Nhà Ga - Cảng Tàu Khách Quốc Tế, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
1997610,Ambassador Signature Cruise - Lan Ha Bay,"Halong International Port, Bai Chay Ward, 1st Floor, Bai Chay , Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
1997642,Wyndham Garden Legend Halong,"Lô C4 Khu Biệt Thự Cao Cấp, Hạ Long, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2871775,Beverly Hill Villas & Apartments,"Khu 4, Hải Quân, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2871820,InterContinental Halong Bay Resort,"Bán Đảo 2 Hạ Long Marina, Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2871979,Khách Sạn FTE Hạ Long,"Số C117+118 Lô 10 Khu Dân Cư Du Lịch Đông Hùng Thắng Ii, Hoàng Hoa Thám, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919199,SEA CORAL CRUISE,"Lô Số 15, Cảng Khách Quốc Tế Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919228,"Hyatt Place Ha Long Bay, Bai Chay","Số 2-21 Kdc Đông Hùng Thắng 1, Phường Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919353,Amanda Halong 25 Cabin,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919354,Amanda Premier 26 Cabin,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919355,Amanda Legend 5 Cabin,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919356,Amanda Luxury Lan Ha 20 Cabin,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919357,Hera Grand Luxury Cruise 13 Cabin,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919358,Hera Boutique Cruise 19 Cabin,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919359,Le Journey Classic Cruise 17cabins,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919360,Le Journey Premium Cruise 20 cabins,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919361,Le Journey Luxury Lan Ha 18 cabins,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919362,Le Journey Elegance Lan Ha 22 cabins,"12, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919445,Grand Pioneers Cruise,"Âu Tàng 1, Tuần Châu, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
2919640,Anstay Marina Hotel Ha Long,"Bộ Maria Square, Ms05, Khu Phố Đi, Tp. Hạ Long, Quảng Ninh 01100, Việt Nam, Bộ Maria Square, Ms05, Khu Phố Đi, Tp. Hạ Long, Quảng Ninh , Việt Nam, Thành Phố Hạ Long, Quảng Ninh, Việt Nam",Thành Phố Hạ Long,Quảng Ninh
38,Hanoi Legacy Hotel - Hang Bac,"108 Hàng Bạc, Hoàn Kiếm, Hà Nội, Phố Cổ, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
64,Khách Sạn Mường Thanh Grand Hà Nội,"Cc2, Bắc Linh Đàm, Quận Hoàng Mai, Hà Nội, Việt Nam",Quận Hoàng Mai,Hà Nội
67,Khách sạn Sunway Hà Nội,"19, Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội, Việt Nam",Quận Hai Bà Trưng,Hà Nội
113,JW Marriott Hotel Hanoi,"No 8 Do Duc Duc Road, Me Tri Ward, South Tu Liem District",Quận Nam Từ Liêm,Hà Nội
238,Mercure Hanoi La Gare Hotel,"94 Ly Thuong Kiet Street, Cua Nam Ward ",Quận Hoàn Kiếm,Hà Nội
309,Hong Ha Hotel,"No.204, Tran Quang Khai Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
311,Calidas Landmark72 Royal Residence Hanoi,"48-60F, Keangnam Landmark72 Tower, Plot E6, Pham Hung Road, Cau Giay District",Quận Cầu Giấy,Hà Nội
466,Asean Resort - Shiki Onsen & Spa,"21A Hoa Lac, Thach That",Huyện Thạch Thất,Hà Nội
470,Khách Sạn InterContinental Westlake Hà Nội,"05, Từ Hoa Công Chúa, Quận Tây Hồ, Hà Nội, Việt Nam",Quận Tây Hồ,Hà Nội
488,Hotel de l'Opera Hanoi - Mgallery,"29 Trang Tien Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
602,La Dolce Vita Hotel,"53 Hang Bo Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
610,Vinhomes Royal City,"72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Hà Nội
611,Hanoi Daewoo Hotel,"360 Kim Ma Street, Ba Dinh District",Quận Ba Đình,Hà Nội
626,The Palmy Hotel and Spa,"Number 04, Bao Khanh Lane",Quận Hoàn Kiếm,Hà Nội
629,Vinhomes Times City,"458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Hà Nội
677,Classy Holiday Hotel & Spa,49 Lãn Ông,Quận Hoàn Kiếm,Hà Nội
712,Classic street hotel hanoi,"Classic Street Hotel Hanoi, No. 41, Hang Be Street, Hoan Kiem, Hanoi",Quận Hoàn Kiếm,Hà Nội
761,Khách Sạn du Parc Hà Nội,"84 , Trần Nhân Tông, Quận Hai Bà Trưng, Hà Nội, Việt Nam",Quận Hai Bà Trưng,Hà Nội
772,Lavender Central Hotel Hanoi,39 Hang Bac Street,Quận Hoàn Kiếm,Hà Nội
813,Khách Sạn Hilton Hanoi Opera,"01, Lê Thánh Tông, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
815,Rose Garden Residences,170 Phố Ngọc Khánh,Quận Ba Đình,Hà Nội
819,Thăng Long GTC Hà Nội (Thang Long GTC Hanoi),"27 Quốc Tử Giám, Quận Đống Đa, Quận Đống Đa, Hà Nội, Việt Nam",Quận Đống Đa,Hà Nội
898,Sheraton Hanoi Hotel,"K5 Nghi Tam, 11 Xuan Dieu Road",Quận Tây Hồ,Hà Nội
907,Authentic Hanoi Boutique Hotel,"13 Ly Thai To Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
917,Hanoi Anise Hotel & Spa,22 Quan Thanh,Quận Ba Đình,Hà Nội
932,Boss Legend Hotel,"21 Hàng Thùng, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
938,Khách Sạn Melia Hà Nội,"44b, Lý Thường Kiệt, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
954,Apricot Hotel,136 Hang Trong,Quận Hoàn Kiếm,Hà Nội
966,Khách Sạn Movenpick Hanoi Centre,"83a, Lý Thường Kiệt, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
971,Pullman Hanoi Hotel,40 Cat Linh Street (Entrance 61 Giang Vo street),Quận Đống Đa,Hà Nội
972,Khách Sạn Imperial Hà Nội,"44, Hàng Hành, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
976,Khách Sạn Ping Hà Nội,"26 - 28 , Mễ Trì Hạ, Quận Nam Từ Liêm, Hà Nội, Việt Nam",Quận Nam Từ Liêm,Hà Nội
1003,Khách Sạn Eden - Đoàn Trần Nghiệp,"22, Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội, Việt Nam",Quận Hai Bà Trưng,Hà Nội
1011,Khách Sạn Medallion,"11, Mã Mây, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
1013,Golden Silk Boutique Hotel,"109-111 Hang Gai Street, Hang Gai Ward, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
1025,Khách Sạn Lotte Hà Nội,"54, Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam",Quận Ba Đình,Hà Nội
1115,Grand Plaza Hotel Hanoi ,"117 Tran Duy Hung, Yen Hoa Ward, Ha Noi",Quận Cầu Giấy,Hà Nội
1119,Hanoi Antique Legend Hotel,"23A Lo Su Street, Hoan Kiem, Hanoi, Vietnam",Quận Hoàn Kiếm,Hà Nội
1137,Khách Sạn Mường Thanh Grand Xa La,"66, Phúc La, Quận Hà Đông, Hà Nội, Việt Nam",Quận Hà Đông,Hà Nội
1142,Khách Sạn Lan Viên,"32, Hàng Bài, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
1180,Sofitel Legend Metropole Hanoi Hotel,"15 Ngo Quyen Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
1189,Hilton Garden Inn Hanoi,"20 Phan Chu Trinh Street, Cua Nam Ward, Hanoi",Quận Hoàn Kiếm,Hà Nội
1242,Chalcedony Grand Hotel,4 P. Nguyễn Trường Tộ,Quận Ba Đình,Hà Nội
1258,Hanoi Hotel,"D8 Giang Vo Street, Ba Dinh District",Quận Ba Đình,Hà Nội
1310,SQ Hang Gai Hotel,"100 Hang Gai Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
1312,Silk Path Hotel Hanoi,195-199 Hang Bong,Quận Hoàn Kiếm,Hà Nội
1328,Khách Sạn Thắng Lợi Hà Nội,"200, Yên Phụ, Quận Tây Hồ, Hà Nội, Việt Nam",Quận Tây Hồ,Hà Nội
1335,Golden Rice Hotel Hanoi,"Số 36 Hàng Trống, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
1377,Fortuna Hotel Hanoi,"6B, Lang Ha Street, Ba Dinh District , Hanoi, Vietnam. ",Quận Ba Đình,Hà Nội
1381,Tirant Hotel,38 Gia Ngu street ,Quận Hoàn Kiếm,Hà Nội
1383,Lakeside Palace Hotel,15 Hang Hanh Street,Quận Hoàn Kiếm,Hà Nội
1437,Khách sạn Rosaliza Hà Nội (Hanoi Rosaliza Hotel),"15 Trần Quốc Toản, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
1440,Khách sạn Hà Nội Pearl Hotel,"6, Ngõ Bảo Khánh, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
1450,Muong Thanh Hanoi Centre Hotel,78 Tho Nhuom,Quận Hoàn Kiếm,Hà Nội
1486,La Nueva Boutique Hotel Hanoi,"32 Lo Su, Ly Thai To, Hoan Kiem, Hanoi",Quận Hoàn Kiếm,Hà Nội
1500,Victor Gallery Hotel & Spa,"95, Hàng Gai, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
1515,New Era Hotel & Villa,"No.17 Nguyen van Cu street, Ngoc Lam Ward",Quận Long Biên,Hà Nội
1590,Khách Sạn Hanoi Club & Residences,"76, Yên Phụ, Quận Tây Hồ, Hà Nội, Việt Nam",Quận Tây Hồ,Hà Nội
1593,Hong Ngoc Cochinchine Boutique Hotel & Spa,"95-97 Nguyen Truong To, Ba Dinh District",Quận Ba Đình,Hà Nội
1601,Classy Boutique Hotel,"21 Hang Ca, Hoan Kiem",Quận Hoàn Kiếm,Hà Nội
1623,Western Hanoi Hotel,"Lane No.75, Tran Thai Tong Street, Cau Giay District, Hanoi City, Vietnam",Quận Cầu Giấy,Hà Nội
1770,Khách sạn Sen Luxury,"26/118, Nguyễn Khánh Toàn, Quận Cầu Giấy, Hà Nội, Việt Nam",Quận Cầu Giấy,Hà Nội
1835,Conifer Boutique Hotel,"No 9, Ly Dao Thanh Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
1915,Khách Sạn The Hanoian Central Hà Nội,"Số 42a, Hàng Cót, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
1972,Solare de Monte Hotel & Spa,"23-25 Nguyen Sieu, Hang Buom, Hoan Kiem",Quận Hoàn Kiếm,Hà Nội
2008,Hong Ngoc Dynastie Boutique hotel & Spa,"30-34 Hang Manh Street, Hoan Kiem District ",Quận Hoàn Kiếm,Hà Nội
2065,Luxeden Hotel,No.78 Tran Thai Tong Street,Quận Cầu Giấy,Hà Nội
2113,Hanoi L'Heritage Centre Hotel & Spa,"No 39 Hang Ga Street , Hoan Kiem , Hanoi, Viet Nam",Quận Hoàn Kiếm,Hà Nội
2168,Victor Metropolis Hotel & rooftop Bar,"58, Hàng Gai, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
2174,Eternity Hanoi Hotel,32 Yet Kieu,Quận Hoàn Kiếm,Hà Nội
2186,La Siesta Classic Ma May,"94 Ma May str., Old Quarter, Hoan Kiem Dist.,Hanoi City, Vietnam",Quận Hoàn Kiếm,Hà Nội
2291,Maya Boutique Hotel & Spa,20 Dao Duy Tu,Quận Hoàn Kiếm,Hà Nội
2391,Khách sạn Wild Lotus,"106, Xuân Diệu, Quận Tây Hồ, Hà Nội, Việt Nam",Quận Tây Hồ,Hà Nội
2416,Fraser Suites Hanoi,"51 Xuan Dieu Street, Quang An Ward",Quận Tây Hồ,Hà Nội
2434,Khách Sạn Somerset Grand Hà Nội,"49, Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
2494,A25 Premium Hotel,"684 Minh Khai, Vinh Tuy ward, Ha Noi City",Quận Hai Bà Trưng,Hà Nội
2508,Icon 36 Hotel & Residence,"Số 35 Bát Sứ, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
2534,Khách Sạn Skylark,"15, Phan Đình Phùng, Quận Ba Đình, Hà Nội, Việt Nam",Quận Ba Đình,Hà Nội
2573,San Premium Hotel,"36 Ha Trung Str, Hang Bong Ward, Hoan Kiem Dist, Hanoi Vietnam",Quận Hoàn Kiếm,Hà Nội
2594,Somerset Hoa Binh Hanoi,"No.106 Hoang Quoc Viet, Cau Giay District",Quận Cầu Giấy,Hà Nội
2762,Hanoi House Hotel & Travel,"85 Ma May Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
2971,Golden Sunshine Villa Hotel and Travel,68 P. Hàng Trống,Quận Hoàn Kiếm,Hà Nội
2973,Sunline Hotel,"18 Bao Khanh lane, BEST LOCATION OLD QUARTER, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
3042,Thien Thai Hotel & Spa,"45 Nguyen Truong To, Ba Dinh District ",Quận Ba Đình,Hà Nội
3171,Essence Hanoi Hotel & Spa,"22 Tạ Hiện, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
3275,The Thien Thai Executive Residences - Tay Ho,"2 Tây Hồ, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Hà Nội
3359,IDC White House,"Tòa nhà N01-T2, Ngoại Giao Đoàn, Ngô Minh Dương, Huyện Từ Liêm, Hà Nội, Việt Nam",Quận Ba Đình,Hà Nội
3482,My Way Hotel & Residence,"No 2, Lane 86, Duy Tan Street ",Quận Cầu Giấy,Hà Nội
3497,Lancaster Hanoi Serviced Apartment,"20 Nui Truc St, Giang Vo Ward",Quận Ba Đình,Hà Nội
3580,Khách Sạn Bảo Sơn International Hà Nội,"50, Nguyễn Chí Thanh, Quận Đống Đa, Hà Nội, Việt Nam",Quận Đống Đa,Hà Nội
3645,Oriental Suites Hotel & Spa,"58 Hang Dao Street,Hoan Kiem district ",Quận Hoàn Kiếm,Hà Nội
3800,Pacific Place Serviced Apartment,"33 Phan Boi Chau Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
4047,Alisa Hotel & Spa,9 P. Hàng Vôi,Quận Hoàn Kiếm,Hà Nội
4221,Bonne Nuit Hotel & Spa,30A Cua Dong Street,Quận Hoàn Kiếm,Hà Nội
4320,Hanoi Garden Hotel & Spa,3 Phố Chả C  ,Quận Hoàn Kiếm,Hà Nội
4373,Gem Premier Luxury 4 stars hotel and Spa,"54 Ngo Huyen Streets, Hang Trong ward, Hoan Kiem District, Hanoi city",Quận Hoàn Kiếm,Hà Nội
4374,Hanoi Royal Palace Hotel 2,95 Hang Bong Street,Quận Hoàn Kiếm,Hà Nội
4680,Elegant Suites Westlake,10B Dang Thai Mai,Quận Tây Hồ,Hà Nội
5033,Dragon Legend Cruise,"58 Ấu Triệu, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
5048,Moon Garden Homestay,"Thôn Kỳ Sơn, Xã Xuân Sơn, Huyện Sơn Tây, Sơn Tây, Hà Nội, Việt Nam",Thị Xã Sơn Tây,Hà Nội
5810,Hanoi Media Hotel and Spa,11 Hang Dau,Quận Hoàn Kiếm,Hà Nội
6533,Khách Sạn Golden Lotus Luxury,"53-55, Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
6648,Diamond Westlake Suites,"96 To Ngoc Van Street, Quang An Commune",Quận Tây Hồ,Hà Nội
6820,Elegant Suites Westlake,"Ngõ 35 10B Đặng Thai Mai, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Hà Nội
6918,Hanoian Apartment Fine Stay,"Mandarin Garden Apartment, Hoang Minh Giam street, Quận Cầu Giấy, Hà Nội, Việt Nam",Quận Cầu Giấy,Hà Nội
6934,Khách Sạn Nesta Hà Nội,"30, Nguyễn Thượng Hiền, Quận Hai Bà Trưng, Hà Nội, Việt Nam",Quận Hai Bà Trưng,Hà Nội
7057,Hanoi L'Heritage Hotel,"41 Hang Ga,Hoan Kiem Dist , Hanoi",Quận Hoàn Kiếm,Hà Nội
7341,UrHome ApartHotel,"Số 18, ngõ 277 Quan Hoa,, Quận Cầu Giấy, Hà Nội, Việt Nam, 100000",Quận Cầu Giấy,Hà Nội
7344,Peridot Gallery Classic Hotel,"52 Bat Su Street, Old Quarter, Hoan Kiem District, Hanoi Capital",Quận Hoàn Kiếm,Hà Nội
7350,Khách sạn La Casa Hà Nội,"17, Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội, Việt Nam",Quận Hai Bà Trưng,Hà Nội
7922,Hanoi Boutique Hotel & Spa,07 Ngo Gach Street,Quận Hoàn Kiếm,Hà Nội
8180,Bespoke Trendy Hotel Hanoi (Formerly Hanoi La Siesta Hotel Trendy),12 Nguyễn Quang Bích,Quận Hoàn Kiếm,Hà Nội
8182,Khách sạn & Spa Hà Nội Marvellous,"55, Đường Thành, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
8200,MK Premier Boutique Hotel,72-74 Hang Buom,Quận Hoàn Kiếm,Hà Nội
8209,Khách sạn & Căn hộ Palmo 1 (Palmo Hotel & Apartment 1),"Số 13 ngõ 19 phố Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam, 100000",Quận Ba Đình,Hà Nội
8213,Super Candle Hotel,"287 Doi Can Street, Ba Dinh District, Hanoi",Quận Ba Đình,Hà Nội
8218,Khách Sạn Silk Path Boutique Hà Nội,"21, Hàng Khay, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
8224,Hanoi Chic Boutique Hotel,51 - 53 Bát Sứ,Quận Hoàn Kiếm,Hà Nội
8262,Căn hộ dịch vụ Golden Horse (Golden Horse Serviced Apartment  ),"Số 9, ngõ 169/22, đường Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam",Quận Ba Đình,Hà Nội
8271,Hanoi Must-stay Apartment,"18 Ngô Quyền, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
8277,Midori Boutique Hotel,43 Trieu Viet Vuong,Quận Hai Bà Trưng,Hà Nội
8929,Novotel Suites Hanoi,5 Duy Tan Street Cau Giay Ward,Quận Cầu Giấy,Hà Nội
9003,Dolphin Plaza Apartment,"Số 6 Nguyễn Hoàng, Mỹ Đình, Hà Nội, Mỹ Đình, Hà Nội, Việt Nam",Quận Cầu Giấy,Hà Nội
9262,Flower Garden Hotel,"No 46, Nguyen Truong To Street, Ba Dinh, Ha Noi",Quận Ba Đình,Hà Nội
9371,Khách Sạn & Spa Classy Holiday (Classy Holiday Hotel & Spa),"49 Lãn Ông, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Hà Nội
9655,Khách Sạn May De Ville Corner,"24, Phan Huy Chú, Quận Hai Bà Trưng, Hà Nội, Việt Nam",Quận Hai Bà Trưng,Hà Nội
9908,Pacific Place,83B Ly Thuong Kiet,Quận Hoàn Kiếm,Hà Nội
21614,Lenid Hotel Tho Nhuom,54 Tho Nhuom,Quận Hoàn Kiếm,Hà Nội
21628,O Gallery Premier Hotel & Spa,122 Hang Bong,Quận Hoàn Kiếm,Hà Nội
21641,The Chi Boutique Hotel,13 Nha Chung Street,Quận Hoàn Kiếm,Hà Nội
21676,Bella Premier Hotel & Rooftop Skybar,"11 Cau Go Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
21757,JB Serviced Apartment Hanoi,"4 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 10000",Quận Hai Bà Trưng,Hà Nội
21920,LuxStay Apartment,"56 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Hà Nội
22124,Hanoi Lotus Boutique Hotel,02 Hoi Vu Street,Quận Hoàn Kiếm,Hà Nội
22152,Wind Chimes Studio,"Unit 501, 07 Nguyen Khac Can, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
22275,Champton Hanoi Hotel,128-130 Hang Bong,Quận Hoàn Kiếm,Hà Nội
22315,La Passion Classic Hotel,"1 Phan Dinh Phung Street, Hoan Kiem district",Quận Hoàn Kiếm,Hà Nội
22477,Dream Hotel and  Apartment,64 Nguyen Luong Bang,Quận Đống Đa,Hà Nội
22603,Hanoi Capital Apartment Hanoi,"34G Hoe Nhai, Chợ Đồng Xuân, Hà Nội, Việt Nam",Quận Ba Đình,Hà Nội
22649,Khách Sạn London Hà Nội,"Số 58b, Khúc Thừa Dụ, Dịch Vọng, Quận Cầu Giấy, Hà Nội, Việt Nam",Quận Cầu Giấy,Hà Nội
22677,Khách Sạn Thăng Long Opera,"1c, Tông Đản, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
22748,Family Airport Hotel,"17 Vo Nguyen Giap, Thai Phu, Mai Dinh, Soc Son, Nội Bài",Huyện Sóc Sơn,Hà Nội
22780,West Lake Peach Garden Apt - Unit 1310,"Unit 1310 Peach Garden building, 689 Lac Long Quan, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam",Quận Tây Hồ,Hà Nội
23113,Hanoi Emerald Waters Hotel and Spa,47 Lo Su,Quận Hoàn Kiếm,Hà Nội
23148,Mayfair Hanoi,"34B Trần Phú, Quận Ba Đình, Hà Nội",Quận Ba Đình,Hà Nội
23217,545 Apartment,"545 Xuan Dinh, Huyện Từ Liêm, Hà Nội, Việt Nam",Quận Nam Từ Liêm,Hà Nội
23340,Sheraton Hanoi West,"36 Le Duc Tho street, Tu Liem ward",Quận Nam Từ Liêm,Hà Nội
23400,Hanoi E Central Hotel,"18 Lo Su Street, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
23453,Khách sạn Minasi Premium ,"57, Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội, Việt Nam",Quận Ba Đình,Hà Nội
23469,Pan Pacific Hanoi,"1 Thanh Nien Road, Ba Dinh Ward",Quận Ba Đình,Hà Nội
29447,Annie's Little HaNoi,Ngõ Hài Tượng,Quận Hoàn Kiếm,Hà Nội
29524,Khách Sạn The Oriental Jade,"92-94, Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
29525,Lucien Hanoi Lakeside Hotel & Rooftop,No. 2 Cau Go Alley,Quận Hoàn Kiếm,Hà Nội
29540,Khách Sạn Garco Dragon,"765a, Nguyễn Văn Linh, Quận Long Biên, Hà Nội, Việt Nam",Quận Long Biên,Hà Nội
29541,Dal Vostro Hotel & Spa,12 Ng. Báo Khánh,Quận Hoàn Kiếm,Hà Nội
29626,Khách Sạn Rex Hà Nội,"42-44 , Gia Ngư, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
29627,Khách Sạn Grand Cititel Hà Nội,"13b, Tông Đản, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
33260,Lotusama Hanoi Hotel,"35 Hang Ga Street, Hang Bo Ward, Hoan Kiem District",Quận Hoàn Kiếm,Hà Nội
33276,Khách sạn Acoustic Hà Nội & spa,"39, Thợ Nhuộm, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
33279,Sen Grand Hotel & Spa managed by Sen Group,"20/118 Nguyen Khanh Toan, Cau Giay, Hanoi",Quận Cầu Giấy,Hà Nội
33280,Halais Hotel,"48 Tran Nhan Tong,Hai Ba Trung",Quận Hai Bà Trưng,Hà Nội
33281,Hai Bay Hotel & Restaurant,"27 Hang Bong, Old Quarter, Hoan Kiem, Hanoi",Quận Hoàn Kiếm,Hà Nội
33284,Hanoi Nostalgia Hotel & Spa,15 Luong Ngoc Quyen,Quận Hoàn Kiếm,Hà Nội
33285,Luxury Old Quarter Hotel & Gym,67 Hang Bo Street Old Quarter Hanoi,Quận Hoàn Kiếm,Hà Nội
33294,L'Heritage Diamond Hotel & Spa Hà Nội,"17, Nhà Chung, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
33296,La Santé Hotel & Spa,42 Chau Long Street,Quận Ba Đình,Hà Nội
33304,Khách Sạn Eliana Signature Hanoi,"38, Lò Sũ, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
33311,Bendecir Hotel & Spa,"25-27 Lo Su Str, Hoan Kiem Dist, Hanoi",Quận Hoàn Kiếm,Hà Nội
33319,The Lapis Hotel,"21 Tran Hung Dao, Hoang Kiem,",Quận Hoàn Kiếm,Hà Nội
33321,Khách Sạn Kuretakeso Thợ Nhuộm,"84, Thợ Nhuộm, Quận Hoàn Kiếm, Hà Nội, Việt Nam",Quận Hoàn Kiếm,Hà Nội
33329,Khách Sạn ALT HOME Mỹ Đình (ALT HOME My Dinh Hotel),"Số 15 ngõ 18 Đình Thôn, Mỹ ĐÌnh 1, quận Nam Từ Liêm, Mỹ Đình, Hà Nội, Việt Nam, 100000",Quận Nam Từ Liêm,Hà Nội
