id,name,address,district,province
77,TTC Imperial Hotel,"8 Hung Vuong Street, Thuan Hoa Ward, Hue City, Vietnam",Thành Phố Huế,Huế
123,Indochine Palace Hotel,"105A Hung Vuong Street, Thuan Hoa Ward, Hue City, Hue, Vietnam, 52000",Thành Phố Huế,Huế
143,Khách Sạn Century Riverside Huế,"49, Lê Lợi, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
242,Moonlight Hotel Hue,20 Pham Ngu Lao Street,Thành Phố Huế,Huế
331,Eldora Hotel,60 Ben Nghe Street,Thành Phố Huế,Huế
382,Angsana Lang Co,"Cu Du Village, Loc Vinh Commune, Phu Loc District",Huyện Phú Lộc,Huế
416,Khách Sạn Romance ,"16, Nguyễn Thái Học, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
432,Khách Sạn Gold Huế,"28, Bà Triệu, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
446,Saigon Morin Hotel,30 Le Loi St. ,Thành Phố Huế,Huế
447,Mondial Hotel Hue,17 Nguyen Hue Street,Thành Phố Huế,Huế
462,Thanh Lich Royal Boutique Hotel,"33 Hai Ba Trung Street, Thuan Hoa Ward, Hue City",Thành Phố Huế,Huế
654,Khách Sạn Midtown Huế,"29, Đội Cung, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
662,Alba Spa Hotel,29 Tran Quang Khai Street,Thành Phố Huế,Huế
707,Hương Giang Resort & Spa,"51, Lê Lợi, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
959,Asia Hotel,17 Pham Ngu Lao Street ,Thành Phố Huế,Huế
1018,Park View Hotel,09 Ngo Quyen Street,Thành Phố Huế,Huế
1087,Cherish Hue Hotel,57 Ben Nghe st.,Thành Phố Huế,Huế
1106,Hue Riverside Boutique Resort & Spa,588 Bùi Thị Xuân,Thành Phố Huế,Huế
1260,Lapochine Beach Resort (Formerly Ana Mandara Hue),"An Hai Village, Thuan An Town",Huyện Phú Vang,Huế
1262,Muong Thanh Holiday Hue Hotel,"38 Le Loi Street, Hue city, Viet Nam",Thành Phố Huế,Huế
1338,Vedana Lagoon Wellness Resort & Spa,"41/23 Doan Trong Truyen Street, Phu Loc Town",Huyện Phú Lộc,Huế
1506,"Kobi Onsen Resort Hue, Affiliated by Melia","My An Hamlet, Phu Duong Commune, Phu Duong, Hue City, Thue Thien Hue Province, Viet Nam",Huyện Phú Vang,Huế
1878,Azerai La Residence Huế,"Số 5, Lê Lợi, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
2984,Villa Hue,04 Tran Quang Khai Street,Thành Phố Huế,Huế
5696,Silk Path Grand Hue Hotel,02 Lê Lợi,Thành Phố Huế,Huế
7915,Banyan Tree Lang Co,"Cu Du Village, Loc Vinh Commune, Phu Loc District",Huyện Phú Lộc,Huế
9703,Pilgrimage Village Resort & Spa,"130, Minh Mạng, Thành Phố Huế, Huế, Việt Nam",Thành Phố Huế,Huế
22077,Hue Ecolodge,2 Lương Qu n,Thành Phố Huế,Huế
23373,Bavico Tam Giang Resort & Spa,"02 Nguyễn Lữ Bãi Biển Thuận An, Huyện Phú Vang, Thừa Thiên - Huế",Huyện Phú Vang,Huế
23411,Khách Sạn Emm Huế,"15, Lý Thường Kiệt, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
41179,SMLXL,"18 Thai Phien, Đại Nội Huế, Huế, Việt Nam, 530000",Thành Phố Huế,Huế
41188,Laguna Parkside Residences Lang Co,"Cu Du Village, Loc Vinh Commune, Phu Loc District",Huyện Phú Lộc,Huế
41200,Sankofa Village Hill Resort and Spa,8 Ngọc Hồ,Thị Xã Hương Trà,Huế
41309,Coco Homestay Hue,"Thành phố Huế, Huế, Việt Nam",Thành Phố Huế,Huế
41318,Pilgrimage Wellness Retreat,"Số 130 Minh Mạng, Thành Phố Huế, Thừa Thiên - Huế",Thành Phố Huế,Huế
45589,Melia Vinpearl Hue,50A Hung Vuong street,Thành Phố Huế,Huế
45784,Alba Wellness Resort Huế,"Đường, Phong Sơn, Huyện Phong Điền, Thừa Thiên Huế, Việt Nam",Huyện Phong Điền,Huế
46102,Khách sạn Senna Huế,"7, Nguyễn Tri Phương, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
46507,White Lotus Hue Hotel,"05-07 Hoang Hoa Tham str., Hue city",Thành Phố Huế,Huế
46572,Ancient Hue Garden Houses,"104/47 Kim Long Street, Kim Long Ward. Hue City ",Thành Phố Huế,Huế
47708,Sahi Homestay Retreat,"27/245 A Bùi Thị Xuân, Thủy Xuân, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
48787,Sun & Sea Resort Huế - Your House,"2 Nguyễn Lữ, Thuận An, Huyện Phú Vang, Thừa Thiên Huế, Việt Nam",Huyện Phú Vang,Huế
48861,Khách sạn aNhill Boutique Huế,"Tổ 9, Khu Vực 5, Phường An Tây, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
49101,Sapphire Hotel Hue,Nguyen Thi Hoc 19/7,Thành Phố Huế,Huế
49272,Chic Studio Homestay,25 Bến Nghé 02,Thành Phố Huế,Huế
49776,Q' Homestay Garden Villa,08 Nguyễn Bính,Thành Phố Huế,Huế
50469,Hachi Homestay Spa,16/18 Than Van Nhiep,Thành Phố Huế,Huế
53602,KenPi Homestay,25 Xuân Thủy,Thành Phố Huế,Huế
53755,Khách Sạn Spatel d'Annam - Imperial Boutique Spa,"57, Đặng Dung, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
113342,METTA HOMESTAY HUE,"Kiet 44, Hem 2, 40a, Lê Ngô Cát, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
127251,KENPI Homestay - Ngay trung tâm thành phố,25 Xuân Thủy,Thành Phố Huế,Huế
127253,La Vela Hue Hotel,"Lô 17, Đường Số 22, Đông Nam Thủy An, Thị Xã Hương Thủy, Thừa Thiên Huế, Việt Nam",Thị Xã Hương Thủy,Huế
1925850,Villa Hue Hotel,"4, Trần Quang Khải, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1925855,Parkview Hue Hotel,"9, Ngô Quyền, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1926603,Cleopatra villa,"35, Kinh Nhơn, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1926608,SAM VILLA HUẾ,"18, Kiệt 65 Lê Ng. Cát, Trường An, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1926731,La Y Riverview,"123, La Y Village, Huyện Phú Vang, Thừa Thiên Huế, Việt Nam",Huyện Phú Vang,Huế
1926747,Tropikult Homestay,"17a, Ngô Sĩ Liên, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1928620,Cheri Lady Homestay Hue,"50, Bến Nghé, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1932110,Amy Hue Hotel & Apartment,"43a Kiệt 42, Nguyễn Công Trứ, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1939227,September Homestay Huế,"2b/209, Điện Biên Phủ, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1939232,Beach Bar Hue,"263, Phu Thuan Beach, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1958919,Hoàng Trí 89 hotel,"163 Khu Phố 4, Thống Nhất, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
1975505,LANGCO BAY RETREAT,"495a, Lạc Long Quân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Thừa Thiên Huế, Việt Nam",Huyện Phú Lộc,Huế
2919491,Lumiere Boutique Vỹ Dạ,"98, Phạm Văn Đồng, Thành Phố Huế, Huế, Việt Nam",Thành Phố Huế,Huế
2919514,Khách sạn Le Carré Huế,"44-54, Lê Lợi, Thành Phố Huế, Thừa Thiên Huế, Việt Nam",Thành Phố Huế,Huế
39,MILANA BEACH RESORT & SPA,"Tổ 1, Khu Phố 3, Cửa Cạn, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
165,Mercury Phu Quoc Resort and Villas,DT975,Phú Quốc,Kiên Giang
430,The Shells Resort & Spa - Phu Quoc,Ganh Gio Beach ,Phú Quốc,Kiên Giang
436,Vinpearl Resort & Spa Phú Quốc,"Bai Dai Beach, Ganh Dau",Phú Quốc,Kiên Giang
506,Khu Nghỉ Dưỡng Long Beach Phú Quốc (Long Beach Resort - Phu Quoc Island)," Cửa Lấp, Phú Quốc, Kiên Giang",Phú Quốc,Kiên Giang
554,Hòn Trẹm Resort & Spa,"Thôn, Bình An, Huyện Kiên Lương, Kiên Giang, Việt Nam",Huyện Kiên Lương,Kiên Giang
642,Eden Resort Phú Quốc,"Ấp Cửa Lấp, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
725,Chen Sea Resort and Spa Phu Quoc,"Bai Xep, Ong Lang Hamlet, Cua Duong Village ",Phú Quốc,Kiên Giang
747,Hoa Binh Phu Quoc Resort,"71 Tran Hung Dao, KP 7",Phú Quốc,Kiên Giang
868,La Veranda Resort Phú Quốc - MGallery,"Dương Đông, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
988,Sea Sense Phu Quoc Resort & Spa,"Lot 3,Ong Lang Hamlet",Phú Quốc,Kiên Giang
1035,Hoa Binh - Rach Gia Resort,"62-64-66 Co Bac Street, KP1,Vinh Bao Ward, Kien Giang Province",Thành Phố Rạch Giá,Kiên Giang
1091,L'Azure Resort & Spa Phú Quốc,"64, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1129,Daisy Resort,"127/2 Tran Hung Dao Street, Group 7, Duong Dong ward, Phu Quoc city",Phú Quốc,Kiên Giang
1357,HAWAII RESORT PHU QUOC,68 Tran Hung Dao Street ,Phú Quốc,Kiên Giang
1431,Saigon Phu Quoc Resort and Spa,62 Tran Hung Dao Beachside Boulevard,Phú Quốc,Kiên Giang
1984,Cassia Cottage Resort and Spa,"100C/12 Tran Hung Dao Street, Duong Dong Ward",Phú Quốc,Kiên Giang
2072,Phu Quoc Private Villa,"Lo Bung Goi,Ap Bung,Xa Cua Duong ",Phú Quốc,Kiên Giang
2533,Salinda Resort Phu Quoc - Sparkling Wine Breakfast,160 ẤP,Phú Quốc,Kiên Giang
5868,Huynh Gia Bungalow,113/9 Tran Hung Dao Street,Phú Quốc,Kiên Giang
7086,Sai Gon Rach Gia Hotel,"844 Nguyen Trung Truc Street, An Hoa Ward",Thành Phố Rạch Giá,Kiên Giang
7311,Novotel Phú Quốc Resort,"Dương Bảo , Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
7902,Famiana Resort & Spa,"Ấp Cửa Lấp, Dương Tơ, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
8408,Famiana Green Villa,"To 3, Cua Lap Hamlet, Duong To Commune",Phú Quốc,Kiên Giang
8409,Little Garden Bungalow,"Hẻm 113/5,Trần Hưng Đạo",Phú Quốc,Kiên Giang
8418,Phu Quoc Ocean Pearl Hotel,99 Tran Hung Dao street,Phú Quốc,Kiên Giang
8437,Cosy Bungalow,"71B, Tran Hung  Đao St, Ward 7, Duong Dong Town, Kien Giang Province",Phú Quốc,Kiên Giang
22493,Herbal Resort & Spa Phú Quốc,"Tổ 5, Ấp Ông Lang, Cửa Dương, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
23193,Sheraton Phu Quoc Long Beach Resort,"Bai Dai Area, Phu Quoc Special Zone",Phú Quốc,Kiên Giang
23461,Mai Phuong Resort Phu Quoc ,"Bãi Dài, Hamlet 4, Cua Can Commune, Phu Quoc Island",Phú Quốc,Kiên Giang
23812,SOL By Melia Phu Quoc,"Duc Viet Tourist Area, Zone 1, Bai Truong, Duong To, Phu Quoc , Kien Giang",Phú Quốc,Kiên Giang
29615,Vinpearl Wonderworld Phú Quốc,"Gành Dầu, Xã Gành Dầu, Gành Dầu, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40410,Tom Hill Boutique Resort & Spa Phú Quốc,"121 Trần Hưng Đạo, Dương Đông, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40411,The Palmy Phú Quốc Resort & Spa,"Đường Trần Hưng Đạo, Cửa Lấp, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40412,Seashells Phú Quốc Hotel & Spa   ,"1, Võ Thị Sáu, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40413,Lahana Resort Phu Quoc & Spa,"91/3 Trần Hưng Đạo, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40415,Premier Residences Phú Quốc Emerald Bay,"Bãi Khem, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40416,Camia Resort & Spa,"Le Thuc Nha Street, Lot 3, Ong Lang Hamlet, Cua Duong Ward",Phú Quốc,Kiên Giang
40417,Sunset Sanato Resort & Villa Phú Quốc,"Bắc Bãi Trường, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40419,Amarin Phú Quốc Resort & Spa,"Tổ 2 Ấp Cửa Lấp, Trần Hưng Đạo, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40421,Dusit Princess Moonrise Beach Resort,"Đường Trần Hưng Đạo, Tổ 2, Ấp Cửa Lấp, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40424,Muong Thanh Luxury Phu Quoc Hotel,"Group 3, Duong Bao Hamlet, Duong To Commune, Phu Quoc Island, Kien Giang Province, Vietnam",Phú Quốc,Kiên Giang
40425,Green Bay Phu Quoc Resort and Spa,Cua Can Hamlet,Phú Quốc,Kiên Giang
40429,Radisson Blu Resort Phu Quoc,"Ganh Dau Beach,  Phu Quoc ",Phú Quốc,Kiên Giang
40430,Fusion Resort Phu Quoc - All Spa Inclusive,"Vung Bau Beach, Cua Can Ward",Phú Quốc,Kiên Giang
40432,Thien Thanh Phu Quoc Resort,"78 Tran Hung Dao, Duong Dong",Phú Quốc,Kiên Giang
40434,Anja Beach Resort & Spa,"Tran Hung Dao Street, Duong To",Phú Quốc,Kiên Giang
40454,InterContinental Phú Quốc Long Beach Resort,"Bãi Trường, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40457,Maison du Vietnam Resort & Spa,"12 Group,Ben Tram Hamlet ,Cua Duong Ward,Phu Quoc, Kien Giang,Vietnam",Phú Quốc,Kiên Giang
40463,JW Marriott Phu Quoc Emerald Bay Resort & Spa,"Eco-Tourism at Bai Khem, Phu Quoc Special Economic Zone, An Giang Province, Vietnam",Phú Quốc,Kiên Giang
40470,Le Forest Resort,Group 3,Phú Quốc,Kiên Giang
40474,Premier Village Phú Quốc Resort,"Mũi Ông Đội, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40478,Melia Vinpearl Phu Quoc,"Bai Dai, Ganh Dau",Phú Quốc,Kiên Giang
40480,Nam Nghi Coral Peninsula Phu Quoc,"Hamlet 4, Cua Can Commune, Phu Quoc Island",Phú Quốc,Kiên Giang
40481,Vinpearl Discovery Greenhill Phú Quốc,"Bãi Dài, Gành Dầu, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40489,Khu Nghỉ Dưỡng M Phú Quốc (M Resort Phu Quoc),"169 Trần Hưng Đạo, Phú Quốc, Kiên Giang",Phú Quốc,Kiên Giang
40490,Nadine Phú Quốc Resort,"Tổ 4, Ấp Cửa Lấp, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40507,Best Western Premier Sonasea Phú Quốc Resort,"  Đường Bào, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40542,Manh Duyen Garden Homestay,"Group 4, Tran Hung Dao, Cua Lap, Phu Quoc, Kien Giang, Cửa Lấp, Đảo Phú Quốc, Việt Nam",Phú Quốc,Kiên Giang
40572,Y Nghia Bungalow at Ong Lang Beach,"Ong Lang Beach, Cua Duong, Phu Quoc, Kien Giang, Viet Nam.",Phú Quốc,Kiên Giang
40598,M Villas Phu Quoc,"Sr08, Khu Tổ Hợp Du Lịch Sonasea Villas & Resort, Tổ 5, Đường Bào, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
40622,Green Ruby Bungalow,"Tổ 4, Ấp Ông Lang, Phú Quốc, Kiên Giang",Phú Quốc,Kiên Giang
40668,Melia Vinpearl Phú Quốc,"Khu Bãi Dài, Gành Dầu, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
44737,Wyndham Grand Phú Quốc,"Gành Dầu, Gành Dầu, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
45445,Sunset Beach Resort & Spa,"100/c2, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
45554,AVS Hotel Phu Quoc,"100 Tran Hung Dao, Duong Dong",Phú Quốc,Kiên Giang
45734,Pullman Phu Quoc Beach Resort,"Group 6, Ban Quy Hamlet, Duong Bao Area",Phú Quốc,Kiên Giang
46429,Paralia Khem Beach Phu Quoc Hotel,"D107-115, Sun Premier Village Khem Beach Resort Complex",Phú Quốc,Kiên Giang
46830,M Villas Phu Quoc,"Sonasea Villas & Resort, Tổ 5, Ấp Đường Bào, Dương Tơ, Phú Quốc, Sonasea Villas & Resort, Tổ 5, Ấp Đường Bào, Dương Tơ, Phú Quốc, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
46934,KIEN VANG Bungalow,"To 5 Cua Lap, Duong To, Phu Quoc, Kien Giang",Phú Quốc,Kiên Giang
47303,Gió Biển Resort ,"Tổ 8, Ấp Chuồng Vích, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
47719,Mövenpick Resort Waverly Phu Quoc,Ong Lang Hamlet Cua Duong Village Phu Quoc District,Phú Quốc,Kiên Giang
47787,Andochine Villas Resort & Spa Phú Quốc – All Villas with Private Pool,"Trần Hưng Đạo, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
47844,M Hotel Phú Quốc,"46, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
47846,M Village Phú Quốc,"169 & 189, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
48259,Ocean Bay Phu Quoc Resort & Spa,"., Đường Dinh Bà, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
48283,M Resort Phu Quoc,"169, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
48768,Santa Garden Resort,"Thửa Đất Số 1, Tờ Bản Đồ Số 16, Tổ 1, Ấp Cửa Lấp, Xã Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
48834,Khách sạn JM Boutique,"D2-7, Bãi Khem, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
48970,Vé vui chơi Phú Quốc United Center,"Khu Bãi Dài, Gành Dầu, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
49394,Sonaga Beach Resort & Villas Phu Quoc,"Duong Bao, Duong To, Phu Quoc, Vietnam",Phú Quốc,Kiên Giang
49434,Kingo Retreat Resort Phú Quốc,"Tổ 5, Ấp Ông Lang, Cửa Dương, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
50020,New World Phú Quốc Resort,"Bãi Khem, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
50342,Regent Resort Phú Quốc,"Bãi Trường, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
50355,Phú Quốc Waterfront Villa B1-902,"Căn B1-902, Khu Phú Quốc Waterfront, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
50416,Crowne Plaza Phu Quoc Starbay By IHG,"Bai Dai Area, Phu Quoc Special Zone, An Giang Province, Vietnam",Phú Quốc,Kiên Giang
53696,Sailing Club Signature Resort Phú Quốc,"Tổ 6, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
54525,DAD Resort,"Tổ 4, Khu Phố 8, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
55222,Best Western Premier Sonasea Villas Phu Quoc,Sonasea Villas and Resort Complex Ward 5 Duong Bao Hamlet Duong To Commune,Phú Quốc,Kiên Giang
113315,Night Sea Phú Quốc Hotel,"Hẻm 124, Kp 7, P. Dương Đông, Tp. Phú Quốc, Trần Hưng Đạo, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
113319,Khách Sạn Haya,"Số 82, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
113335,Khách sạn Aquasun Phú Quốc,"124 Trần Hưng Đạo, Thị Trấn Dương Đông, Thị Trấn Dương Đông, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
113351,Khách sạn Harry Phú Quốc 3,"L359-l367 Đường L3, Kđt Sungrand City New An Thới, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
113355,The Tahiti Beach Hotel,"Số 92a Trần Hưng Đạo, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
113372,LeChi Sonasea Hotel,"Sv08/v28 Khu Tổ Hợp Sonasea Pari Villas & Resort, Đường Bào, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
122875,Wyndham Garden Grandworld Phú Quốc,"Bãi Dài, Bãi Gành Dầu, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
122885,Marina Seaside Boutique Hotel Phu Quoc,"B3-105 Marina Intergrated Centre, Bim Group, Long Beach, Dương Tơ, Phu Quoc, Kiên Giang 92500, Đường Bào, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
127413,Tahiti Resort,"Số 90-92, Trần Hưng Đạo, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
160729, Minh Phu Quoc Villa B5-12a03 Phu Quoc Waterfront,"B5-12a03 Phu Quoc Waterfront, Marina Resort Complex, Bai Truong , Đường Bào, Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
160732,Wave Sound Beach House,Hẻm 83 Đường Nguyễn Văn Trỗi,Phú Quốc,Kiên Giang
1218576,The Residence Resort & Villas Phu Quoc,"4XGP+7HV, Sonaseas THDL Area, Group 5, Aps, Bao Road",Phú Quốc,Kiên Giang
1277719,Grand Ocean Bay Resort Phu Quoc,"Tổ 5, Ấp Ông Lang , Xã Cửa Dương, Đường Dinh Bà, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1277721,"La Festa Phu Quoc, Curio Collection by Hilton"," Sunset Town, , An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1277722,Venice Hotel Phu Quoc - Free Airport Shuttle & Sunset Town Tour,"9 - 17 Đường Venice, Thị Trấn Hoàng Hôn, Phường An Thới, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1911635,The Up Phu Quoc,"Hẻm Cầu Bà Phong, Đường Trần Hưng Đạo, Cửa Lấp, Dương Tơ, Phú Quốc, Kiên Giang , Trần Hưng Đạo - Cửa Lắp, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1939577,JM Casavilla Retreat Phu Quoc,"Tổ 2, Ấp Cây Sao, Xã Hàm Ninh, Hàm Ninh, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1995004,CoCo Village Resort,"Tổ 4, Ấp Ông Lang, Cửa Dương, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1995015,Coco Garden Resort Phú Quốc,"Đường N-02, Ấp Ông Lang, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1995068,Emerald Garden Retreat ,"Tổ 5, Đường Dinh Bà, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1995494,Như House Phú Quốc,"7, Nguyễn Văn Nhi, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1995588,PEARL HOTEL & SPA KHEM BEACH PHÚ QUỐC,"D2- 10 Diamond 2, Bãi Khem, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1995622,Aurora Phu Quoc Hotel Cafe & 3D Golf,"S206 Sorrento, Sunset Town, An Thoi, Phu Quoc, An Thoi",Phú Quốc,Kiên Giang
1995655,Sunset sorento Phu Quoc (Nắng Biển hotel),"Căn Sor 208, Đường Sorrento 2, Sun Premier Village Primavera, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1996973,Rosie & Amie Hillside Seaview Phu Quoc Apartment,"Sunset Town, Đường Burano, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1996976,LA ISLA Apartment Phú Quốc,"Hillside Residence Phú Quốc, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1996979,Oscar Seaview Apartment,"Sun Grand City Hillside Residence, Đường Taormina, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1996983,SkyHillPhuQuoc,"Sun Grand City Hillside Residence, Đường Taomina, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1996985,E3 Hillside Apartment Phú Quốc,"22h5+vj, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1997059,Sunset Hotel Phú Quốc 2,"55 Positano, Sunset Town, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1997065,Sea Sunset Hotel Phú Quốc,"40 Positano, Sunset Town, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
1997256,La Palma Hotel & Spa Sunset Town Phu Quoc,"A222 Amalfi, An Thoi",Phú Quốc,Kiên Giang
1997455,Nam Nghi Coral Peninsula Phu Quoc Resort,"Ấp 4, Xã Cửa Cạn, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
2871841,Sam House Apartment,"H1-2 The Hillside, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
2871949,Mey Mansion Hotel Phu Quoc ,"3xgw+2hr, Đại Lộ Ánh Sao, Khu Đô Thị Meyhomes, Phú Quốc, An Thới, Phú Quốc, Kiên Giang, Việt Nam",Phú Quốc,Kiên Giang
